"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
193,607,"N","Betaeus_truncatus","Betaeus_truncatus","",2,0.55,NA,NA,NA,NA,"r2","+","",NA,24,"Length","Number","Clutch","it","Egg","Captive","","Lardies, M. A. & Wehrtmann, I. S.","2001",2,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Betaeus",NA,0.712139633177972,0.891511794835351,"Single"
193,608,"N","Betaeus_truncatus","Betaeus_truncatus","",2,0.61,NA,NA,NA,NA,"r2","+","",NA,26,"Length","Number","Clutch","it","Egg","Captive","","Lardies, M. A. & Wehrtmann, I. S.","2001",2,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Betaeus",NA,0.759003923917221,0.993861161978532,"Single"
194,609,"Y","Iguana_iguana","Iguana_iguana","",NA,0.88,NA,NA,NA,NA,"r","+","",NA,68,"Length","Number","Clutch","it","Egg","Captive","","Lichtenbelt, W. D. V. & Albers, K. B.","1993",2,"Chordata","Reptilia","Squamata","Iguanidae","Iguana",NA,0.88,1.37576765652097,"Single"
194,610,"Y","Iguana_iguana","Iguana_iguana","",NA,0.89,NA,NA,NA,NA,"r","+","",NA,28,"Length","Number","Clutch","it","Egg","Captive","","Lichtenbelt, W. D. V. & Albers, K. B.","1993",2,"Chordata","Reptilia","Squamata","Iguanidae","Iguana",NA,0.89,1.42192587113064,"Single"
195,611,"Y","Ptyas_korros","Ptyas_korros","",2,0.35,NA,NA,NA,NA,"r2","+","",NA,25,"Length","Number","Clutch","it","Egg","Captive","","Lin, L. H., Mao, F., Chen, C. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Colubridae","Ptyas",NA,0.539359889970594,0.603252443704856,"Single"
195,612,"Y","Ptyas_korros","Ptyas_korros","",2,0.33,NA,NA,NA,NA,"r2","+","",NA,21,"Length","Number","Clutch","it","Egg","Captive","","Lin, L. H., Mao, F., Chen, C. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Colubridae","Ptyas",NA,0.505525029603437,0.556700219713436,"Single"
195,613,"Y","Ptyas_korros","Ptyas_korros","",2,0.49,NA,NA,NA,NA,"r2","+","",NA,31,"Length","Number","Clutch","it","Egg","Captive","","Lin, L. H., Mao, F., Chen, C. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Colubridae","Ptyas",NA,0.67347711807561,0.817079409369229,"Single"
196,614,"Y","Deinagkistrodon_acutus","Deinagkistrodon_acutus","",2,0.32,NA,NA,NA,NA,"r2","+","",NA,16,"Length","Number","Clutch","it","Egg","Captive","","Lin, Z. H., Ji, X., Luo, L. G. & Ma, X. M.","2005",2,"Chordata","Reptilia","Squamata","Viperidae","Deinagkistrodon",NA,0.464095480892257,0.502518451186797,"Single"
197,615,"Y","Clemmys_guttata","Clemmys_guttata","",NA,-0.06,NA,NA,NA,NA,"r","-","",NA,13,"Condition","Number","Clutch","it","Egg","Wild","","Litzgus, J. D., Bolton, F. & Schulte-Hostedde, A. I.","2008",2,"Chordata","Reptilia","Testudines","Emydidae","Clemmys",NA,-0.06,-0.0600721559210317,"Single"
198,616,"Y","Darevskia_praticola","Darevskia_praticola","",NA,0.67,NA,NA,NA,NA,"r","+","",NA,17,"Length","Number","Clutch","it","Egg","Captive","","Ljubisavljevic, K., Dzukic, G. & Kalezic, M. L.","2008",2,"Chordata","Reptilia","Squamata","Lacertidae","Darevskia",NA,0.67,0.810743125475137,"Single"
199,617,"Y","Iberolacerta_horvathi","Iberolacerta_horvathi","",NA,0.38,NA,NA,NA,NA,"r","+","",NA,16,"Length","Number","Clutch","it","Egg","Captive","","Ljubisavljevic, K., Glasnovic, P., Kalan, K. & Krystufek, B.","2012",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.38,0.400059650056057,"Single"
200,618,"Y","Plestiodon_chinensis","Plestiodon_chinensis","",2,0.34,NA,NA,NA,NA,"r2","+","",NA,25,"Length","Number","Clutch","it","Egg","Captive","","Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Scincidae","Plestiodon",NA,0.529150262212918,0.588964230432881,"Single"
200,619,"Y","Plestiodon_chinensis","Plestiodon_chinensis","",2,0.15,NA,NA,NA,NA,"r2","+","",NA,26,"Length","Number","Clutch","it","Egg","Captive","","Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Scincidae","Plestiodon",NA,0.275838642183685,0.283172381236831,"Single"
200,620,"Y","Plestiodon_chinensis","Plestiodon_chinensis","",2,0.35,NA,NA,NA,NA,"r2","+","",NA,20,"Length","Number","Clutch","it","Egg","Captive","","Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Scincidae","Plestiodon",NA,0.523000393656358,0.580460972878406,"Single"
200,621,"Y","Plestiodon_chinensis","Plestiodon_chinensis","",2,0.37,NA,NA,NA,NA,"r2","+","",NA,15,"Length","Number","Clutch","it","Egg","Captive","","Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Scincidae","Plestiodon",NA,0.51478150704935,0.569213598675906,"Single"
201,622,"N","Hyla_labialis","Hyla_labialis","",2,0.11,NA,NA,NA,NA,"r2","+","",NA,85,"Length","Number","Clutch","?","Egg","Captive","","Luddecke, H.","2002",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.297140846951121,0.306380626187847,"Single"
201,623,"N","Hyla_labialis","Hyla_labialis","",2,0.17,NA,NA,NA,NA,"r2","+","",NA,25,"Length","Number","Clutch","?","Egg","Captive","","Luddecke, H.","2002",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.307482445914323,0.317762591780805,"Single"
201,624,"N","Hyla_labialis","Hyla_labialis","",2,0.27,NA,NA,NA,NA,"r2","+","",NA,15,"Length","Number","Clutch","?","Egg","Captive","","Luddecke, H.","2002",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.385140666943045,0.406081731568006,"Single"
202,625,"Y","Natrix_natrix","Natrix_natrix","",NA,0.93,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Captive","","Luiselli, L., Capula, M. & Shine, R.","1997",2,"Chordata","Reptilia","Squamata","Colubridae","Natrix",NA,0.93,1.65839001992479,"Single"
203,626,"Y","Bison_bison","Bison_bison","",NA,-0.328,NA,NA,NA,NA,"r","-","",NA,37,"Weight","Number","Clutch","it","Offspring","Wild","","Green, W. C. H. & Rothstein, A.","1991",2,"Chordata","Mammalia","Artiodactyla","Bovidae","Bison",NA,-0.328,-0.340585494756615,"Single"
203,627,"Y","Bison_bison","Bison_bison","",NA,0.107,NA,NA,NA,NA,"r","+","",NA,19,"Weight","Number","Clutch","it","Offspring","Wild","","Green, W. C. H. & Rothstein, A.","1991",2,"Chordata","Mammalia","Artiodactyla","Bovidae","Bison",NA,0.107,0.107411175916069,"Single"
203,628,"Y","Bison_bison","Bison_bison","",NA,-0.052,NA,NA,NA,NA,"r","-","",NA,34,"Weight","Number","Clutch","it","Offspring","Wild","","Green, W. C. H. & Rothstein, A.","1991",2,"Chordata","Mammalia","Artiodactyla","Bovidae","Bison",NA,-0.052,-0.0520469455213167,"Single"
204,629,"Y","Anas_platyrhynchos","Anas_platyrhynchos","",2,-1,NA,585,NA,8e-04,"t","-","",NA,587,"Weight","Number","Lifetime","it","Egg","Wild","Taken from Normal laying females.","Arnold, T., Howerter, D., Dervies, J., Joynt, B., Emery, R. & Anderseon , M.","2002",2,"Chordata","Aves","Anseriformes","Anatidae","Anas",NA,-0.0413096192386014,-0.0413331414043588,"Life"
205,630,"N","Lysmata_wurdemanni","Lysmata_wurdemanni","",NA,0.88,NA,NA,NA,NA,"r","+","",NA,49,"Length","Number","Clutch","it","Offspring","Captive","","Baexa, J.","2007",2,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata",NA,0.88,1.37576765652097,"Single"
206,631,"Y","Chrysemys_picta","Chrysemys_picta","",NA,0.415,NA,NA,NA,NA,"r","+","",NA,40,"Length","Number","Clutch","it","Egg","Wild","","Bowden, R., Paitz, R. & Janzen, F.","2011",2,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.415,0.441636481422741,"Single"
207,632,"Y","Tropidonophis_mairii","Tropidonophis_mairii","",NA,0.829,NA,NA,NA,NA,"r","+","",NA,157,"Length","Number","Clutch","it","Egg","Wild","","Brown, G. & Shine, R.","2002",2,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,0.829,1.1849305459441,"Single"
208,633,"N","Physalaemus_biligonigerus","Physalaemus_biligonigerus","",2,0.04,NA,NA,NA,NA,"r2","+","",NA,22,"Mass","Number","Clutch","it","Egg","Wild","","Camargo, A., Sarroca, M. & Maneyro, R.","2008",2,"Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus",NA,0.2,0.202732554054082,"Single"
208,634,"N","Physalaemus_gracilis","Physalaemus_gracilis","",2,0.51,NA,NA,NA,NA,"r2","+","",NA,37,"Mass","Number","Clutch","it","Egg","Wild","","Camargo, A., Sarroca, M. & Maneyro, R.","2008",2,"Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus",NA,0.693668847929785,0.854992828855403,"Single"
209,635,"Y","Varanus_niloticus","Varanus_niloticus","",NA,0.807,NA,NA,NA,NA,"r","+","",NA,122,"Length","Number","Clutch","it","Egg","Wild","","de Buffrenil, V. & Rimblot-Baly, F.","1999",2,"Chordata","Reptilia","Squamata","Varinidae","Varanus",NA,0.807,1.11836655084367,"Single"
210,636,"Y","Psammodromus_algirus","Psammodromus_algirus","",2,-4.174,0.624,59,NA,NA,"t","+","",NA,54,"Length","Number","Clutch","it","Egg","Wild","","Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J.","2007",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.477466010629666,-0.51969685560799,"Single"
210,637,"Y","Psammodromus_algirus","Psammodromus_algirus","",2,-2.621,0.411,28,NA,NA,"t","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J.","2007",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.443857214033999,-0.477024180871793,"Single"
211,638,"Y","Testudo_graeca","Testudo_graeca","",NA,0.266,NA,NA,NA,NA,"r","+","",NA,38,"Length","Number","Clutch","it","Egg","Wild","","Diaz-Paniagua, C., Keller, C. & Andreu, D.","1996",2,"Chordata","Reptilia","Testudines","Testudinidae","Testudo",NA,0.266,0.272554287044803,"Single"
212,639,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",2,0.36,0.26,NA,NA,NA,"r2","+","",NA,42,"Length","Number","Clutch","it","Egg","Captive","Pooled Wild and Captive","Ferguson, G. & Talent, L.","1993",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.571996055213222,0.650484525624398,"Single"
213,640,"N","Venturia_canescens","Venturia_canescens","",NA,0.503,NA,NA,NA,NA,"r","+","",NA,30,"Length","Number","Lifetime","it","Offspring","Captive","","Harvey, J., Harvey, I & Thompson, D.","2001",2,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Venturia",NA,0.503,0.553314181828173,"Life"
214,641,"N","Pungitius_pungitius","Pungitius_pungitius","",2,24.271,3.199,1,13,0.649,"F","+","",NA,15,"Length","Number","Clutch","it","Egg","Wild","1994","Heins, D., Johnson, J. & Baker, J.","2003",2,"Chordata","Actinopterygii","Gasterosteriformes","Gasterostidae","Pungitius",NA,0.806971714775589,1.11828545179796,"Single"
214,642,"N","Pungitius_pungitius","Pungitius_pungitius","",2,107.524,2.358,1,113,0.227,"F","+","",NA,115,"Length","Number","Clutch","it","Egg","Wild","1998","Heins, D., Johnson, J. & Baker, J.","2003",2,"Chordata","Actinopterygii","Gasterosteriformes","Gasterostidae","Pungitius",NA,0.698272237618284,0.86392076032951,"Single"
215,643,"Y","Aix_sponsa","Aix_sponsa","",4,4.09,0.01,1,91,0.005,"F","+","",NA,97,"Mass","Number","Clutch","it","Egg","Wild","","Hepp, G & Kennamer, R.","1993",2,"Chordata","Aves","Anseriformes","Anatidae","Aix",NA,0.207393065165664,0.210445696271259,"Single"
216,644,"Y","Podarcis_muralis","Podarcis_muralis","",2,55.34,0.36,1,51,NA,"F","+","",NA,53,"Length","Number","Clutch","it","Egg","Wild","","Ji, X. & Brana, F.","2000",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.721391879717692,0.910541133643305,"Single"
217,645,"N","Etheostoma_microperca","Etheostoma_microperca","",NA,0.658,NA,NA,NA,NA,"r","+","",NA,20,"Length","Number","","it","Egg","Wild","","Johnson, J & Hatch, J.","1991",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.658,0.789278299316318,"Single"
218,646,"N","Adalaria_proxima","Adalaria_proxima","",NA,0.075,NA,NA,NA,NA,"r","+","",NA,61,"Weight","Number","Clutch","it","Egg","Wild","Pooled estimates from pops","Jones, H., Todd, C & Lambert, W.","1996",2,"Mollusca","Gastropoda","Nudibranchia","Onchidorididea","Adalaria",NA,0.075,0.0751411015246689,"Single"
219,647,"N","Gerris_buenoi","Gerris_buenoi","",NA,0.101,NA,NA,NA,NA,"r","+","",NA,339,"Length","Number","Lifetime","it","Egg","Wild","","Klingenberg, C. & Spence, J.","1997",2,"Arthropoda","Insecta","Hemiptera","Gerridae","Gerris",NA,0.101,0.10134555112553,"Life"
220,648,"Y","Kinosternon_integrum","Kinosternon_integrum","",2,0.58,0.9,NA,NA,NA,"r2","+","",NA,20,"Length","Number","Clutch","it","Egg","Wild","","Macip-Ri_os, R. Cisneros, M.,  Aguilar-Miguel X., & Casas-Andreu, G.","2009",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.728414878550759,0.925342199615612,"Single"
221,649,"Y","Bucephala_clangula","Bucephala_clangula","",NA,0.06,NA,NA,NA,NA,"r","","",NA,23,"Mass","Number","Clutch","it","Egg","Wild","","Mallory, M., McNicol, D. & Weatherhead, P.","1994",2,"Chordata","Aves","Anseriformes","Anatidae","Bucephala",NA,0.06,0.0600721559210317,"Single"
222,650,"N","Elasmostethus_interstinctus","Elasmostethus_interstinctus","",NA,0.68,NA,NA,NA,NA,"r","+","",NA,17,"Mass","Number","Clutch","it","Egg","Captive","","Mappes, J., Kaitala, A. & Rinne, V. ","1996",2,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Elasmostethus",NA,0.68,0.829114038301766,"Single"
223,651,"Y","Aspidoscelis_marmorata","Aspidoscelis_marmorata","",2,0.1,NA,NA,NA,NA,"r2","+","",NA,11,"Length","Number","Clutch","it","Egg","Wild","","Marta-Silva, V., Ramirez-Bautista, A & Johnson, J. D","2010",2,"Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",NA,0.316227766016838,0.327450150237258,"Single"
223,652,"Y","Aspidoscelis_tesselata","Aspidoscelis_tesselata","",2,0.51,NA,NA,NA,NA,"r2","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Marta-Silva, V., Ramirez-Bautista, A & Johnson, J. D","2010",2,"Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",NA,0.677067982282118,0.823680234713133,"Single"
224,653,"N","Loligo_pealeii","Loligo_pealeii","",4,0.42,5.2,NA,NA,3.8,"r2","+","",NA,18,"Length","Number","Clutch","se","Egg","Captive","","Maxwell, M. & Hanlon, R.","2000",2,"Mollusca","Cephalopoda","Teuthida","Loliginidae","Loligo",NA,0.49146562599887,0.537990872532443,"Life"
225,654,"N","Callosobruchus_maculatus","Callosobruchus_maculatus","",NA,0.41,NA,NA,NA,NA,"r","+","",NA,2201,"Mass","Number","Lifetime","it","Egg","Captive","","Messina, F. J. & Fry, J. D.","2003",2,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Callosobruchus",NA,0.41,0.435611223236224,"Life"
226,655,"N","Callosobruchus_maculatus","Callosobruchus_maculatus","",NA,0.373,NA,NA,NA,NA,"r","+","",NA,299,"Mass","Number","Lifetime","it","Egg","Captive","","Messina, F. J. & Slade, A. F.","2003",2,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Callosobruchus",NA,0.373,0.391903432567525,"Life"
227,656,"Y","Parus_major","Parus_major","",NA,0.03,NA,NA,NA,NA,"r","+","",NA,24,"Mass","Number","Clutch","it","Egg","Wild","","Meszaros, A., Toth, Z. & Pasztor, L.","2006",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,0.03,0.0300090048631265,"Single"
228,657,"Y","Uta_stansburiana","Uta_stansburiana","",2,0.03,0.11,NA,NA,NA,"r2","+","",NA,33,"Mass","Number","Clutch","it","Egg","Wild","","Miles, D. B., Sinervo, B. & Frankino, W. ","2000",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Uta",NA,0.173205080756888,0.174968992536788,"Single"
229,658,"N","Ariolimax_dolichophallus","Ariolimax_dolichophallus","",NA,-0.09,NA,NA,NA,NA,"r","-","",NA,37,"Mass","Number","Clutch","it","Egg","Captive","","Miller, B. & Sinervo, B.","2007",2,"Mollusca","Gastropoda","Heterobranchia","Ariolimacidae","Ariolimax",NA,-0.09,-0.0902441878561468,"Single"
230,659,"Y","Cnemidophorus_lemniscatus","Cnemidophorus_lemniscatus","",NA,0.52,NA,NA,NA,NA,"r","+","",NA,46,"Length","Number","Oviductal","it","Egg","Wild","","Mojica, B. H., Rey, B. H., Serrano, V. H. & Ramirez-Pinilla, M. P.","2003",2,"Chordata","Reptilia","Squamata","Teiidae","Cnemidophorus",NA,0.52,0.576339754969193,"Single"
232,660,"N","Eurypodius_latreillii","Eurypodius_latreillii","",NA,0.69,NA,NA,NA,NA,"r","+","",NA,14,"Length","Number","","it","Embryo","Wild","","Navarrete, N., Soto, R., Quiroga, E., Vargas, M., & Wehrtmann, I. S.","1999",2,"Arthropoda","Malacostraca","Decapoda","Inachidae","Eurypodius",NA,0.69,0.847955755218963,"Single"
233,661,"Y","Terrapene_ornata","Terrapene_ornata","",NA,0.342,NA,NA,NA,NA,"r","+","",NA,203,"Length","Number","Clutch","it","Egg","Wild","Terrapene_ornata_luteola","Nieuwolt-Dacanay, P. M.","1997",2,"Chordata","Reptilia","Testudines","Emydidae","Terrapene",NA,0.342,0.356355693103155,"Single"
235,662,"Y","Pedioplanis_burchelli","Pedioplanis_burchelli","",NA,-0.01,NA,NA,NA,NA,"r","-","",NA,78,"Length","Number","Oviductal","it","Egg","Wild","","Nkosi, W,., Heideman, J. & Van Wyk, J.","2004",2,"Chordata","Reptilia","Squamata","Lacertidae","Pedioplanis",NA,-0.01,-0.0100003333533348,"Single"
237,663,"Y","Sceloporus_torquatus","Sceloporus_torquatus","",NA,0.4,1.6,NA,NA,NA,"r2","+","",NA,50,"Length","Number","Oviductal","it","Egg","Wild","Sceloporus_torquatus_torquatus","Oritz, M., Oca, A. & Ugarte, I.","2001",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.632455532033676,0.745498154497404,"Single"
238,664,"Y","Somateria_mollissima","Somateria_mollissima","",NA,6.34,0.06,1,285,NA,"F","+","",NA,247,"Condition","Number","Clutch","it","Egg","Wild","","Ost, M. & Steele, B.","2010",2,"Chordata","Aves","Anseriformes","Anatidae","Somateria",NA,0.147517848936284,0.148602112336236,"Single"
239,665,"N","Arctosa_fulvolineata","Arctosa_fulvolineata","",NA,0.769,NA,NA,NA,NA,"r","+","",NA,29,"Mass","Number","Clutch","it","Egg","Wild","","Peillon, J., Puzin, C., Acou, A. & Outreman, Y.","2009",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa",NA,0.769,1.017875991819,"Single"
240,666,"Y","Alligator_mississippiensis","Alligator_mississippiensis","",NA,-0.33,NA,NA,NA,NA,"r","-","",NA,11,"Length","Number","Clutch","it","Egg","Wild","","Platt, S., Hastings, R. and Brantley, C.","1995",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator",NA,-0.33,-0.342828254415394,"Single"
241,667,"Y","Crocodylus_moreletii","Crocodylus_moreletii","",2,0.45,0.42,NA,NA,NA,"r2","+","",NA,16,"Length","Number","Clutch","it","Egg","Wild","","Platt, S., Rainwater, T., Thorbjarnarson, J. & McMurry, S.","2008",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.604470524826989,0.700161889639895,"Single"
242,668,"Y","Coluber_hippocrepis","Coluber_hippocrepis","",NA,0.79,NA,NA,NA,NA,"r","+","",NA,8,"Length","Number","Clutch","it","Egg","Wild","","Pleguezuelos, J. & Feriche, M.","1999",2,"Chordata","Reptilia","Squamata","Colubridae","Coluber",NA,0.79,1.07143168405867,"Single"
243,669,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",4,0.796,1.165,NA,NA,NA,"r2","+","",NA,176,"Mass","Number","Clutch","it","Egg","Wild","","Poizat, G., Rosecchi, E. & Crivelli, A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.889510016905621,1.41957397900443,"Single"
245,670,"N","Pardosa_sierra","Pardosa_sierra","",2,0.0811,NA,NA,NA,NA,"r2","+","",NA,117,"Width","Number","Clutch","it","Egg","Wild","","Punzo, F. & Farmer, C.","2006",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa",NA,0.254909684728574,0.260656722516201,"Single"
246,671,"Y","Sitana_ponticeriana","Sitana_ponticeriana","",2,0.28,1.72,NA,NA,NA,"r2","+","",NA,29,"Length","Number","Oviductal","it","Egg","Wild","","Radder, R. & Shanbhag, B.","2003",2,"Chordata","Reptilia","Squamata","Agamidae","Sitana",NA,0.473936055407673,0.515134458557999,"Single"
247,672,"Y","Cnemidophorus_lineatissimus","Cnemidophorus_lineatissimus","",NA,0.819,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Oviductal","it","Egg","Wild","","Ramirez-Bautista, A., Balderas-Valdiva, C. & Vitt, L.","2000",2,"Chordata","Reptilia","Squamata","Teiidae","Cnemidophorus",NA,0.819,1.15377257362615,"Single"
248,673,"Y","Sceloporus_utiformis","Sceloporus_utiformis","",NA,0.26,NA,NA,NA,NA,"r","+","",NA,72,"Length","Number","Oviductal","it","Egg","Wild","","Ramirez-Bautista, A. & Gutierrez-Mayan, G..","2003",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.26,0.266108406873654,"Single"
249,674,"Y","Cnemidophorus_communis","Cnemidophorus_communis","",NA,0.45,NA,NA,NA,NA,"r","+","",NA,17,"Length","Number","Oviductal","it","Egg","Wild","","Ramirez-Bautista, A. & Rosa, D.","2002",2,"Chordata","Reptilia","Squamata","Teiidae","Cnemidophorus",NA,0.45,0.484700278594052,"Single"
251,675,"Y","Oplurus_cuvieri","Oplurus_cuvieri","",2,0.24,1.94,NA,NA,NA,"r2","+","",NA,17,"Length","Number","Clutch","it","Egg","Wild","Oplurus_cuvieri_cuvier","Randriamahazo, H & Mori, A","2001",2,"Chordata","Reptilia","Squamata","Opluridae","Oplurus",NA,0.362530786869986,0.379796569706478,"Single"
252,676,"Y","Sialia_sialis","Sialia_sialis","",NA,0.104,NA,NA,NA,NA,"r","+","",NA,51,"Condition","Number","Clutch","it","Egg","Wild","","Robinson, T., Siefferman, L. & Risch, T.","2010",2,"Chordata","Aves","Passeriformes","Turdidae","Sialia",NA,0.104,0.104377406931055,"Single"
253,677,"Y","Ameiva_ameiva","Ameiva_ameiva","",2,0.391,NA,NA,NA,NA,"r2","+","",NA,11,"Length","Number","Clutch","it","Egg","Wild","","Rocha, C.","2008",2,"Chordata","Reptilia","Squamata","Teiidae","Ameiva",NA,0.488620507142302,0.534246586954563,"Single"
254,678,"Y","Malaclemys_terrapin","Malaclemys_terrapin","",NA,0.35,NA,NA,NA,NA,"r","+","",NA,94,"Length","Number","Clutch","it","Egg","Wild","1989","Roosenburg, W. & Dunham, A.","1997",2,"Chordata","Reptilia","Testudines","Emydidae","Malaclemys",NA,0.35,0.365443754271396,"Single"
254,679,"Y","Malaclemys_terrapin","Malaclemys_terrapin","",NA,0.223,NA,NA,NA,NA,"r","+","",NA,95,"Length","Number","Clutch","it","Egg","Wild","1990","Roosenburg, W. & Dunham, A.","1997",2,"Chordata","Reptilia","Testudines","Emydidae","Malaclemys",NA,0.223,0.226810892659762,"Single"
255,680,"Y","Gallotia_simonyi","Gallotia_simonyi","",2,0.4265,2.95,NA,NA,NA,"r2","+","",NA,17,"Length","Number","Clutch","it","Egg","Wild","Gallotia_simonyi_machadoi","Rodriguez-Dominguez, M. & Molina-Borja, M.","1998",2,"Chordata","Reptilia","Squamata","Lacertidae","Gallotia",NA,0.587002068626192,0.67307971991968,"Single"
256,681,"Y","Urosaurus_nigricaudus","Urosaurus_nigricaudus","",NA,-0.42,NA,NA,NA,NA,"r","-","",NA,27,"Length","Number","Oviductal","it","Egg","Wild","","Romero_Schmidt, H., Ortega-Rubio, A. & Acevedo_Beltran, M.","1999",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Urosaurus",NA,-0.42,-0.447692023527421,"Single"
257,682,"Y","Coluber_constrictor","Coluber_constrictor","",NA,0.937,NA,NA,NA,NA,"r","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Rosen, P.","1991",2,"Chordata","Reptilia","Squamata","Colubridae","Coluber",NA,0.937,1.71288046850773,"Single"
258,683,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",NA,0.41,-0.064,NA,NA,NA,"r2","-","",NA,17,"Length","Number","Clutch","it","Egg","Wild","","Rowe, J.","1992",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,-0.640312423743285,-0.758703097016528,"Single"
262,684,"Y","Ciconia_ciconia","Ciconia_ciconia","",4,0.213,0.005,NA,NA,NA,"r2","+","",NA,62,"Mass","Number","Clutch","it","Egg","Wild","","Sasvari, L. & Hegyo, Z.","2001",2,"Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia",NA,0.39720514828557,0.420326135773006,"Single"
263,685,"Y","Eulamprus_tympanum","Eulamprus_tympanum","",2,0.11,NA,NA,NA,NA,"r2","+","",NA,93,"Length","Number","Clutch","it","Egg","Captive","","Schwarzkopf, L.","1992",2,"Chordata","Reptilia","Squamata","Scincidae","Eulamprus",NA,0.300370142028502,0.309926403347021,"Single"
264,686,"N","Eretmodus_cyanostictus","Eretmodus_cyanostictus","",NA,0.69,NA,NA,NA,NA,"r","+","",NA,10,"Mass","Number","Clutch","it","Egg","Captive","","Segers, F. H. I .D. & Taborsky, B.","2012",2,"Chordata","Actinopterygii","Perciformes","Cichlidae","Eretmodus",NA,0.69,0.847955755218963,"Single"
265,687,"Y","Somateria_mollissima","Somateria_mollissima","",3,0.08,NA,NA,NA,NA,"r2","-","",NA,47,"Mass","Number","Clutch","it","Egg","Wild","","Senechal, E., Bety, J. & Gilchrist, H. G.","2011",2,"Chordata","Aves","Anseriformes","Anatidae","Somateria",NA,-0.125753542647403,-0.126422791188317,"Single"
