"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
318,634,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",NA,0.66,NA,NA,NA,NA,"r","+","",NA,194,"Mass","Mass","","it","Egg","Wild","","Tinkle, D. & Ballinger, R.","1972",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.66,0.792813631870191,"Single"
324,635,"Y","Podarcis_melisellensis","Podarcis_melisellensis","",NA,0.394,NA,NA,NA,NA,"r","+","",NA,38,"Length","Volume","","it","Egg","Captive","","Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.","1995",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.394,0.416526302625577,"Single"
325,636,"Y","Caiman_crocodilus","Caiman_crocodilus","",2,0.11,0.538,NA,NA,NA,"r2","+","",NA,63,"Mass","Volume","","it","Egg","Wild","Caiman_crocodilus_yacare. Amazon Population","Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M.","2008",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.283431355593084,0.291409234412809,"Single"
325,637,"Y","Caiman_crocodilus","Caiman_crocodilus","",2,0.27,0.975,NA,NA,NA,"r2","+","",NA,84,"Mass","Volume","","it","Egg","Wild","Caiman_crocodilus_yacare. Pantanal Population","Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M.","2008",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.501971422136734,0.551938172478583,"Single"
330,638,"Y","Podarcis_milensis","Podarcis_milensis","",NA,0.152,NA,NA,NA,NA,"r","+","",NA,126,"Length","Volume","","it","Egg","Wild","","Adamopoulou, C. & Valakos, E.","2000",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.152,0.153187102731967,"Single"
332,639,"Y","Iberolacerta_bonnali","Iberolacerta_bonnali","",NA,0.05,NA,NA,NA,NA,"r","+","",NA,9,"Length","Volume","","it","Egg","Captive","","Arribas, O. & Galan, P.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.05,0.0500417292784913,"Single"
332,640,"Y","Iberolacerta_aranica","Iberolacerta_aranica","",NA,0.29,NA,NA,NA,NA,"r","+","",NA,66,"Length","Volume","","it","Egg","Captive","","Arribas, O. & Galan, P.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.29,0.298566263660178,"Single"
332,641,"Y","Iberolacerta_aurelioi","Iberolacerta_aurelioi","",NA,0.33,NA,NA,NA,NA,"r","+","",NA,11,"Length","Volume","","it","Egg","Captive","","Arribas, O. & Galan, P.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.33,0.342828254415394,"Single"
333,642,"Y","Atlantolacerta_andreanszkyi","Atlantolacerta_andreanszkyi","",NA,2,NA,NA,NA,NA,"zr","+","",NA,8,"Length","Mass","","it","Egg","Wild","","Busack, S.","1987",2,"Chordata","Reptilia","Squamata","Lacertidae","Atlantolacerta",NA,2,2,"Single"
339,643,"N","Rana_hexadactyla","Rana_hexadactyla","",NA,0.444,NA,NA,NA,NA,"r","+","",NA,126,"Length","Diameter","","it","Egg","Wild","","Das, I.","1996",2,"Chordata","Amphibia","Anura","Ranidae","Rana",NA,0.444,0.477202012601095,"Single"
341,644,"N","Coenagrion_mercuriale","Coenagrion_mercuriale","",2,0.207,NA,NA,NA,NA,"r2","+","",NA,32,"Width","Length","","it","Egg","Wild","Only length given in paper","Purse, B. & Thompson, D.","2003",2,"Arthropoda","Insecta","Odonata","Coenagrionidae","Coenagrion",NA,0.390269579685102,0.412118011982046,"Single"
343,645,"Y","Sceloporus_pyrocephalus","Sceloporus_pyrocephalus","",2,0.35,NA,NA,NA,NA,"r2","+","",NA,21,"Length","Mass","","it","Egg","Wild","","Ramirez-Bautista, A. & Olivera-Becerril, V.","2004",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.52704627669473,0.58604653162311,"Single"
344,646,"Y","Sceloporus_melanorhinus","Sceloporus_melanorhinus","",2,0.25,NA,NA,NA,NA,"r2","+","",NA,30,"Length","Volume","","it","Egg","Wild","","Ramirez-Bautista, A., Luja, V. H., Balderas-Valdivia, C. & Ortiz-Pulido, R.","2006",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.440958551844098,0.473420107371558,"Single"
345,647,"Y","Sceloporus_spinosus","Sceloporus_spinosus","",2,0.33,NA,NA,NA,NA,"r","+","",NA,12,"Length","Mass","","it","Egg","Wild","","Ramirez-Bautista, A., Stephenson, B. P., Hernandez-Ibarra, X.,  Hernandez-Salinas, U.,  Cruz-Elizalde, R., Lozano, A. & Geoffrey, R.S.","2012",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.33,0.342828254415394,"Single"
349,648,"Y","Xenodon_dorbignyi","Xenodon_dorbignyi","",2,0.24,NA,NA,NA,NA,"r2","+","",NA,26,"Length","Mass","","it","Egg","Wild","","de Oliveira, R. B., Pontes, G. M. F., Maciel, A. P., Gomes, L. R. & Di-Bernardo, M.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Xenodon",NA,0.41702882811415,0.444089923353065,"Single"
350,649,"Y","Tropidonophis_mairii","Tropidonophis_mairii","",2,3.44,NA,1,749,NA,"F","+","",NA,830,"Length","Mass","Clutch","it","Egg","Wild","","Brown, G. & Shine, R.","2007",2,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,0.0676150360480717,0.0677183602744462,"Single"
351,650,"Y","Ficedula_hypoleuca","Ficedula_hypoleuca","",NA,27.84,0.03,1,198,NA,"F","+","",NA,1244,"Mass","Volume","Clutch","it","Egg","Wild","","Potti, J.","2008",2,"Chordata","Aves","Passeriformes","Muscicapidae","Ficedula",NA,0.351102711053077,0.366700958659608,"Single"
352,651,"Y","Chrysemys_picta","Chrysemys_picta","",2,7.85,0.357,167,NA,NA,"t","+","",NA,168,"Length","Mass","","it","Egg","Wild","","Rollinson, N. & R. Brooks","2008",2,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.519170696934671,0.575203771494309,"Single"
353,652,"N","Rana_temporaria","Rana_temporaria","",NA,1.97,NA,37,NA,NA,"t","+","",NA,39,"PCA","Volume","Clutch","it","Egg","Captive","","Lardner, B. & Loman, J.","2003",2,"Chordata","Amphibia","Anura","Ranidae","Rana",NA,0.308110147586976,0.318455984515123,"Single"
354,653,"N","Plethodon_albagula","Plethodon_albagula","",NA,0.4015,NA,NA,NA,NA,"r","+","",NA,48,"Length","Diameter","Clutch","it","Egg","Wild","","Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R.","2006",2,"Chordata","Amphibia","Caudata","Plethodontidae","Plethodon",NA,0.4015,0.425435922803408,"Single"
355,654,"N","Galaxias_anomalus","Galaxias_anomalus","",NA,0.615,NA,NA,NA,NA,"r","+","",NA,25,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.615,0.716923450684486,"Single"
355,655,"N","Galaxias_depressiceps","Galaxias_depressiceps","",NA,0.566,NA,NA,NA,NA,"r","+","",NA,19,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.566,0.641617671225172,"Single"
355,656,"N","Galaxias_eldoni","Galaxias_eldoni","",NA,0.569,NA,NA,NA,NA,"r","+","",NA,22,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.569,0.646042831314642,"Single"
355,657,"N","Galaxias_pullus","Galaxias_pullus","",NA,0.575,NA,NA,NA,NA,"r","+","",NA,17,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.575,0.654960691167658,"Single"
355,658,"N","Galaxias_gollumoides","Galaxias_gollumoides","",NA,0.683,NA,NA,NA,NA,"r","+","",NA,18,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.683,0.834715710156763,"Single"
355,659,"N","Galaxias_southern","Galaxias_southern","",NA,0.629,NA,NA,NA,NA,"r","+","",NA,20,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.629,0.739759772997305,"Single"
355,660,"N","Galaxias_D.","Galaxias_D.","",NA,0.838,NA,NA,NA,NA,"r","+","",NA,8,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.838,1.21441848384162,"Single"
355,661,"N","Galaxias_vulgaris","Galaxias_vulgaris","",NA,0.461,NA,NA,NA,NA,"r","+","",NA,15,"Length","Diameter","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.461,0.498580420420851,"Single"
356,662,"N","Rana_temporaria","Rana_temporaria","",NA,0.439,NA,NA,NA,NA,"r","+","",NA,290,"Length","Diameter","Clutch","it","Egg","Captive","","Lyapkov, S. M., Kornilova, M. B. & Severtsov, A. S.","2002",2,"Chordata","Amphibia","Anura","Ranidae","Rana",NA,0.439,0.470991400682336,"Single"
357,663,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.07,NA,NA,NA,NA,"r","+","",NA,45,"Mass","Volume","","it","Egg","Wild","","Dolenec, Z., Kralj, J., Mustafic, P. & Dolenec, P.","2008",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.07,0.0701146706543252,"Single"
358,664,"Y","Elaphe_carinata","Elaphe_carinata","",NA,0.05,NA,NA,NA,NA,"r","+","",NA,17,"Length","Diameter","","it","Egg","Wild","for length r = -0.02","Qu, Y. F., Li, H., Gao, J. F. & Ji, X.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,0.05,0.0500417292784913,"Single"
358,664,"Y","Elaphe_carinata","Elaphe_carinata","",NA,0.59,NA,NA,NA,NA,"r","+","",NA,65,"Length","Diameter","","it","Egg","Wild","for length r = -0.17","Qu, Y. F., Li, H., Gao, J. F. & Ji, X.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,0.59,0.677666067757962,"Single"
358,664,"Y","Elaphe_carinata","Elaphe_carinata","",NA,0.62,NA,NA,NA,NA,"r","+","",NA,37,"Length","Diameter","","it","Egg","Wild","for length r = -0.12","Qu, Y. F., Li, H., Gao, J. F. & Ji, X.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,0.62,0.725005087752999,"Single"
