Author,Year,Title,DOI,DTIC.link,SA.measure.type,Sample.size,Sample.size.stats,es.z,vi.z,SampleID,Outcome,Comments
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.251077404,0.125,Grigoleit2017,485,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.28077424,0.125,Grigoleit2017,486,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.689325195,0.125,Grigoleit2017,487,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.560889223,0.125,Grigoleit2017,488,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.30123151,0.125,Grigoleit2017,489,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.341108092,0.125,Grigoleit2017,490,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.0728245,0.125,Grigoleit2017,491,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.48606298,0.125,Grigoleit2017,492,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.462585609,0.125,Grigoleit2017,493,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.211154088,0.125,Grigoleit2017,494,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.209177144,0.125,Grigoleit2017,495,"High workload, SPAM acc starts"
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.341108092,0.125,Grigoleit2017,496,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.286333317,0.125,Grigoleit2017,497,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.284536165,0.125,Grigoleit2017,498,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.253209233,0.125,Grigoleit2017,499,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.452908485,0.125,Grigoleit2017,500,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,-0.033343895,0.125,Grigoleit2017,501,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.209177144,0.125,Grigoleit2017,502,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.337443079,0.125,Grigoleit2017,503,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.779965241,0.125,Grigoleit2017,504,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.652717808,0.125,Grigoleit2017,505,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.758703097,0.125,Grigoleit2017,506,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,-0.317571883,0.125,Grigoleit2017,507,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.845053723,0.125,Grigoleit2017,508,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.594615031,0.125,Grigoleit2017,509,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.295730608,0.125,Grigoleit2017,510,"Low Workload, SPAM acc ends"
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,-0.200936935,0.125,Grigoleit2017,511,"High workload, SPAM RT starts"
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.30123151,0.125,Grigoleit2017,512,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,-0.307044331,0.125,Grigoleit2017,513,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.550203136,0.125,Grigoleit2017,514,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,-0.28077424,0.125,Grigoleit2017,515,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.377608122,0.125,Grigoleit2017,516,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,-0.224850526,0.125,Grigoleit2017,517,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.454999602,0.125,Grigoleit2017,518,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.486202922,0.125,Grigoleit2017,519,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.248167024,0.125,Grigoleit2017,520,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.593098113,0.125,Grigoleit2017,521,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.151574906,0.125,Grigoleit2017,522,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.138214885,0.125,Grigoleit2017,523,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.074545549,0.125,Grigoleit2017,524,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.376807631,0.125,Grigoleit2017,525,Low Workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SPAM,11,11,0.377608122,0.125,Grigoleit2017,526,"Low Workload, SPAM RT ends"
Gugliotta,2017,Are situation awareness and decision-making in driving totally conscious processes? Results of a hazard prediction task,NA,NA,General Know.,121,121,0.309519604,0.008474576,Gugliotta2017,527,NA
Gugliotta,2017,Are situation awareness and decision-making in driving totally conscious processes? Results of a hazard prediction task,NA,NA,General Know.,121,121,0.365443754,0.008474576,Gugliotta2017,528,"
"
Gugliotta,2017,Are situation awareness and decision-making in driving totally conscious processes? Results of a hazard prediction task,NA,NA,General Know.,121,121,0.192337169,0.008474576,Gugliotta2017,529,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.224838816,0.037037037,Jeon2014,530,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.273906407,0.037037037,Jeon2014,531,"Excluded implicit driver SA (coping level with hazard events) because it includes performance, this to some degree correlates SA with itself (agreed)
Scoring for implicit SA (0 - smooth management, 1 = near accident w/brake screech, 2 = crash)

Generic ns implied by selective reporting pattern, ""SA scores were positively correlated with some of the driving performance measures as hypothesized.(p84)"" 

p. 78 lists all the DVs for driving performance (manual and system log) "
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,-0.111551809,0.037037037,Jeon2014,532,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,-0.151670306,0.037037037,Jeon2014,533,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.185421177,0.037037037,Jeon2014,534,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,-0.085823884,0.037037037,Jeon2014,535,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.208489649,0.037037037,Jeon2014,536,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.245753391,0.037037037,Jeon2014,537,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.322322976,0.037037037,Jeon2014,538,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,-0.026989008,0.037037037,Jeon2014,539,NA
Jeon,2014,Anger effects on driver situation awareness and driving performance,10/f55d8x,NA,General Know.,35,30,0.338051418,0.037037037,Jeon2014,540,NA
Johnson,2009,Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills,10/fzr872,NA,MARS,35,35,0.775298706,0.03125,Johnson2009,541,p. 3: Correlations among Study Variables
Johnson,2009,Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills,10/fzr872,NA,MARS,35,35,0.435611223,0.03125,Johnson2009,542,NA
Johnson,2009,Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills,10/fzr872,NA,MARS,35,35,0.13073985,0.03125,Johnson2009,543,authors list n.s. result # (not sure if you're using them or not but I'll list just in case): .13
Johnson,2009,Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills,10/fzr872,NA,MARS,35,35,0.510070337,0.03125,Johnson2009,544,NA
Johnson,2009,Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills,10/fzr872,NA,MARS,35,35,0.276863823,0.03125,Johnson2009,545,0.27
Johnson,2009,Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills,10/fzr872,NA,MARS,35,35,0.070114671,0.03125,Johnson2009,546,0.07
Jung,2008,A Study of Relationships between Situation Awareness and Presence that Affect Performance on a Handheld Game Console,NA,NA,SAGAT,30,30,1.045370548,0.037037037,Jung2008,547,NA
Kaber ,2012,Effects of hazard exposure and roadway complexity on young and older driver situation awareness and performance,http://dx.doi.org/10.1016/j.trf.2012.06.002,NA,SPAM,20,20,0.174652437,0.058823529,Kaber2012,548,"""However, no significant correlation was found for lane deviations with Level 2 SA."" Suggests there could have been other generic ns for other combos SA (levels 1-3) x perf (lane deviations and speed ratio)"
Lafond,2012,Support requirements for cognitive readiness in complex operations,10/ggqf7p,NA,General Know.,10,10,-0.33834603,0.142857143,Lafond2012a,549,"Exp 1, group 2 (note group 1 did not get the L3 SA measure). Total N = 30, but there were 3 groups in Exp 1. Assuming it was n = 10 in each group, this matches the reported p-values"
Lafond,2012,Support requirements for cognitive readiness in complex operations,10/ggqf7p,NA,General Know.,10,10,0.178883953,0.142857143,Lafond2012a,550,"Exp 1, group 3"
Lafond,2012,Support requirements for cognitive readiness in complex operations,10/ggqf7p,NA,General Know.,40,40,0.383796543,0.027027027,Lafond2012b,551,"Exp 2: L3 and goal attainment (Table D1), technically the probe was just prior to submitting an answer, but it wasn't presented during any action"
Laptaned,2006,Situation awareness in virtual environments: A theoretical model and investigation with different interface designs,http://eprints.utcc.ac.th/962/,NA,SAGAT,60,60,0.144947344,0.01754386,Laptaned2006,552,"""However, there was no significant correlation between presence and performance or SA and performance. It was therefore concluded that presence does not lead to enhance performance, and the relation between SA and performance is not apparent. ""

VRSARM includes workload, presence, and other non-SA measures

Only including VRSAGAT and VRSART

I'm having trouble determining what performance was, the intro gives an example of spatial perception. [Yeah, I have no idea what the task was]"
Laptaned,2006,Situation awareness in virtual environments: A theoretical model and investigation with different interface designs,http://eprints.utcc.ac.th/962/,NA,SART,60,60,-0.006847345,0.01754386,Laptaned2006,553,NA
Lehtonen,2017,Learning game for training child bicyclists situation awareness,10/gbm285,NA,Explicit Recall,80,80,0.459896681,0.012987013,Lehtonen2017,554,"Game has two measures: Hit rate and time margin 
SA test: d' (sensitivity), c (criterion), and answer latency

Good SA: High d' and high c and low answer latency
Good perf: High hit rate and low time margin"
Lehtonen,2017,Learning game for training child bicyclists situation awareness,10/gbm286,NA,Explicit Recall,80,80,-0.090244188,0.012987013,Lehtonen2017,555,"For correlations (Table 4, p. 9), both samples were combined (49 children and 31 adults); N = 80"
Lehtonen,2017,Learning game for training child bicyclists situation awareness,10/gbm287,NA,Explicit Recall,80,80,0.376885901,0.012987013,Lehtonen2017,556,NA
Lehtonen,2017,Learning game for training child bicyclists situation awareness,10/gbm288,NA,Explicit Recall,80,80,-0.181982689,0.012987013,Lehtonen2017,557,NA
Lehtonen,2017,Learning game for training child bicyclists situation awareness,10/gbm289,NA,Explicit Recall,80,80,0.331647109,0.012987013,Lehtonen2017,558,NA
Lehtonen,2017,Learning game for training child bicyclists situation awareness,10/gbm289,NA,Explicit Recall,80,80,-0.192337169,0.012987013,Lehtonen2017,559,NA
Lin ,2013,Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload,10/f5qd2w,NA,SART,60,60,0.435611223,0.01754386,Lin2013,560,"Table 1, p. 6"
Lin ,2013,Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload,10/f5qd2w,NA,SART,60,60,0.562729769,0.01754386,Lin2013,561,NA
Lin ,2013,Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload,10/f5qd2w,NA,SART,60,60,0.223656109,0.01754386,Lin2013,562,NA
Lin ,2013,Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload,10/f5qd2w,NA,SART,60,60,0.693147181,0.01754386,Lin2013,563,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf100,NA,SPAM,84,84,0.331647109,0.012345679,Miles2017,564,"I added the latent correlations for SA probes and performance from the structural equation model, Table 7"
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf101,NA,SPAM,84,84,0.298566264,0.012345679,Miles2017,565,Judgment call: Should only Table 7 be included rather than the complete correlation matrix? I went with that for now [That seems ok. I wouldn't do both.]
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf102,NA,SPAM,84,84,0.298566264,0.012345679,Miles2017,566,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf103,NA,SPAM,84,84,0.376885901,0.012345679,Miles2017,567,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf104,NA,SPAM,84,84,0.120581028,0.012345679,Miles2017,568,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf105,NA,SPAM,84,84,0.050041729,0.012345679,Miles2017,569,[I'm having trouble determining sign for handoffs accepted/given. It seems like lower is better??]
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf106,NA,SPAM,84,84,0.120581028,0.012345679,Miles2017,570," I coded higher vals for handoffs accepted and given as good perf. I think this is more aircraft entering
the sector (accepted) and more leaving the sector (given). That's my reasoning for higher values
being good perf- more actions are occurring, thus performance is higher"
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf107,NA,SPAM,84,84,0.309519604,0.012345679,Miles2017,571,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf108,NA,SPAM,84,84,0.171666664,0.012345679,Miles2017,572,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf109,NA,SPAM,84,84,0.010000333,0.012345679,Miles2017,573,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf110,NA,SPAM,84,84,0.255412812,0.012345679,Miles2017,574,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf111,NA,SPAM,84,84,0.298566264,0.012345679,Miles2017,575,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf112,NA,SPAM,84,84,-0.090244188,0.012345679,Miles2017,576,NA
Miles,2017,Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10/ggqf113,NA,SPAM,84,84,-0.090244188,0.012345679,Miles2017,577,NA
Mogford,1997,Mental models and situation awareness in air traffic control,10/bcpnmv,NA,General Know.,37,34,0.266108407,0.032258065,Mogford1997,578,"""Picture assessment of SA"" 
[I'm not sure what to make of ""One participant dropped out of the study. Two of the remaining 36 cases were excluded from
the data set after regression diagnostics identified them as outliers."" Does that mean the correlations are for 20+17-1 participants?]

Jon: I'm not sure either, but interpreted it as N = 34 in the stats rather than N = 36"
Mogford,1997,Mental models and situation awareness in air traffic control,10/bcpnmv,NA,General Know.,37,34,0.090244188,0.032258065,Mogford1997,579,"Table 1, p. 9 "
Mogford,1997,Mental models and situation awareness in air traffic control,10/bcpnmv,NA,General Know.,37,34,0.309519604,0.032258065,Mogford1997,580,NA
Mogford,1997,Mental models and situation awareness in air traffic control,10/bcpnmv,NA,General Know.,37,34,0.309519604,0.032258065,Mogford1997,581,NA
Mogford,1997,Mental models and situation awareness in air traffic control,10/bcpnmv,NA,General Know.,37,34,0.161386696,0.032258065,Mogford1997,582,NA
Mogford,1997,Mental models and situation awareness in air traffic control,10/bcpnmv,NA,General Know.,37,34,0.120581028,0.032258065,Mogford1997,583,"Detailed regression model only includes sig weights (heading, alt, and speed). Papers states ""All six variables [SA] were entered and those without significant beta weights were removed."" 
Ignoring this for generic ns because we don't know if the regression models were non-sig or sig. 
Also, we don't know how many regressions were run because sig of weights could change as diff variables were removed."
Nickel ,2019,How much practice is required to reduce performance variability in a virtual reality mining simulator?,10/ggqf3m,NA,General Know.,22,18,-0.183484444,0.066666667,Nickel2019,584,"Only usable data from 18 participants, recruited 22

""Furthermore, there was no apparent correlation between the
number of correct situation awareness questions and either collisions or perception response time. "" (p. 9)
SA ~ collisions and SA ~ perception RT. 

Also add SA ~ missed pedestrians? Not stated it was run

Only including Spearman correlations, it's somewhat more robust than Pearson. Diverging results for Pearson and Spearman suggest data were very non-normal
"
Nickel ,2019,How much practice is required to reduce performance variability in a virtual reality mining simulator?,10/ggqf3m,NA,General Know.,18,18,0.228315643,0.066666667,Nickel2019,585,"Sim paused after each 5 minute session, coding that as post-trial"
OHagan,2019,"""Flying on empty"" - effects of sleep deprivation on pilot performance",10/ggqk52,NA,General Know.,7,7,-0.510070337,0.25,OHagan2019,586,"""mid-flight situational awareness questions.... shown for a 5-s period at specific times during the flight profile."" Coded as real-time probe, because there is no mention of a freeze.
Within-subject correlations (Table 2) are overfit
KM - agree. This one looks good
"
Onal,2014,Decision-making in abstract trust games: A user interface perspective,10/ggqrx7,NA,SAGAT,95,95,0.725005088,0.010869565,Onal2014,587,"I don't think the cooperation rate is performance? It's part of the decision, but cooperation could be good or bad perf depending on the trial

I think it's a freeze probe for the assessment technique?? 

I recognize this work, best paper award at CogSIMA!
KM - Agree it's a freeze probe; similar to post-trial probe but they did more trials afterwards, and participants weren't warned when the probes would come. Also agree cooperation =/= performance.
"
Riley ,2006,Effects of Robot Control Mode on Situation Awareness and Performance in a Navigation Task,10/fzs7kv,NA,SAGAT,20,20,0.417473666,0.058823529,Riley2006,588,"Effect size as reported is sig at p < 0.05 (one-tailed [not stated in the paper]). Doesn't look overfit.

Might be a generic ns for navigation performance (time to task completion), but it's iffy. Not adding one
KM - agree
"
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.220575637,0.058823529,Rogers2011,589,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.290505491,0.058823529,Rogers2011,590,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.165506826,0.058823529,Rogers2011,591,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.31331165,0.058823529,Rogers2011,592,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.399628615,0.058823529,Rogers2011,593,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.113383068,0.058823529,Rogers2011,594,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.26371859,0.058823529,Rogers2011,595,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.18620513,0.058823529,Rogers2011,596,V1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.592651619,0.058823529,Rogers2011,597,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.310346463,0.058823529,Rogers2011,598,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.261298534,0.058823529,Rogers2011,599,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.663367341,0.058823529,Rogers2011,600,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.23677895,0.058823529,Rogers2011,601,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.26371859,0.058823529,Rogers2011,602,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.079912501,0.058823529,Rogers2011,603,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.069076008,0.058823529,Rogers2011,604,V1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.314735604,0.058823529,Rogers2011,605,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.079912501,0.058823529,Rogers2011,606,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.298706291,0.058823529,Rogers2011,607,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.03295062,0.058823529,Rogers2011,608,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.123984005,0.058823529,Rogers2011,609,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.261847504,0.058823529,Rogers2011,610,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.199400998,0.058823529,Rogers2011,611,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.301521827,0.058823529,Rogers2011,612,V2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.177953051,0.058823529,Rogers2011,613,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.360602786,0.058823529,Rogers2011,614,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.105607571,0.058823529,Rogers2011,615,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.261847504,0.058823529,Rogers2011,616,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.224096836,0.058823529,Rogers2011,617,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.0439562,0.058823529,Rogers2011,618,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.37187771,0.058823529,Rogers2011,619,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.199026664,0.058823529,Rogers2011,620,V2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.261847504,0.058823529,Rogers2011,621,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.370968691,0.058823529,Rogers2011,622,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.080718372,0.058823529,Rogers2011,623,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.03295062,0.058823529,Rogers2011,624,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.536455202,0.058823529,Rogers2011,625,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.120581028,0.058823529,Rogers2011,626,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.261847504,0.058823529,Rogers2011,627,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.017318234,0.058823529,Rogers2011,628,C1P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.220575637,0.058823529,Rogers2011,629,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.251734039,0.058823529,Rogers2011,630,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.312761446,0.058823529,Rogers2011,631,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.259198089,0.058823529,Rogers2011,632,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.494777456,0.058823529,Rogers2011,633,C1P2
