"study.id"	"effect.size.id"	"species"	"species.id"	"subphylum"	"phylum"	"assortment.trait"	"trait.dimensions"	"field.collection"	"publication.year"	"pooled.data"	"spatially.pooled.data"	"temporally.pooled.data"	"ri"	"ni"
"Bernstein and Bernstein 2003"	138	"Chauliognathus scutellaris"	"Chauliognathus_scutellaris_ott3413954"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.75	15
"Bernstein and Bernstein 2003"	139	"Chauliognathus basalis"	"Chauliognathus_basalis_ott3413950"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.12	19
"Bernstein and Bernstein 2003"	140	"Chauliognathus scutellaris"	"Chauliognathus_scutellaris_ott3413954"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	-0.06	30
"Bernstein and Bernstein 2003"	141	"Chauliognathus basalis"	"Chauliognathus_basalis_ott3413950"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.15	40
"Bernstein and Bernstein 2003"	142	"Chauliognathus scutellaris"	"Chauliognathus_scutellaris_ott3413954"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.18	40
"Bernstein and Bernstein 2003"	143	"Chauliognathus basalis"	"Chauliognathus_basalis_ott3413950"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.07	80
"Bernstein and Bernstein 2003"	144	"Chauliognathus scutellaris"	"Chauliognathus_scutellaris_ott3413954"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.38	26
"Bernstein and Bernstein 2003"	145	"Chauliognathus basalis"	"Chauliognathus_basalis_ott3413950"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	-0.01	50
"Bernstein and Bernstein 2003"	146	"Chauliognathus scutellaris"	"Chauliognathus_scutellaris_ott3413954"	"Insecta"	"Arthropoda"	"elytron length"	"uni"	"yes"	2003	"no"	"no"	"no"	0.07	24
"Berven 1981"	147	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1981	"no"	"no"	"no"	0.46	21
"Berven 1981"	148	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1981	"no"	"no"	"no"	0.21	22
"Berven 1981"	149	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1981	"no"	"no"	"no"	0.18	24
"Berven 1981"	150	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1981	"no"	"no"	"no"	0.17	34
"Berven 1981"	151	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1981	"no"	"no"	"no"	0.06	23
"Berven 1981"	152	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1981	"no"	"no"	"no"	0.34	16
"Berven 1981"	153	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"yes"	1981	"no"	"no"	"no"	0.4	99
"Berven 1981"	154	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"yes"	1981	"no"	"no"	"no"	0.22	83
"Berven 1981"	155	"Rana sylvatica"	"Rana_sylvatica_ott4133610"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"yes"	1981	"no"	"no"	"no"	0.28	38
"Berzins et al. 2009"	156	"Cepphus grylle"	"Cepphus_grylle_grylle_ott544140"	"Aves"	"Chordata"	"head plus bill"	"uni"	"yes"	2009	"no"	"no"	"no"	0.36	20
"Berzins et al. 2009"	157	"Cepphus grylle"	"Cepphus_grylle_grylle_ott544140"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2009	"no"	"no"	"no"	0.2	9
"Berzins et al. 2009"	158	"Cepphus grylle"	"Cepphus_grylle_grylle_ott544140"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2009	"no"	"no"	"no"	0.12	20
"Berzins et al. 2009"	159	"Cepphus grylle"	"Cepphus_grylle_grylle_ott544140"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2009	"no"	"no"	"no"	-0.06	20
"Berzins et al. 2009"	160	"Cepphus grylle"	"Cepphus_grylle_grylle_ott544140"	"Aves"	"Chordata"	"culmen"	"uni"	"yes"	2009	"no"	"no"	"no"	-0.18	20
"Berzins et al. 2009"	161	"Cepphus grylle"	"Cepphus_grylle_grylle_ott544140"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	2009	"no"	"no"	"no"	-0.3	20
"Bionda et al. 2011"	162	"Rhinella arenarum"	"Rhinella_arenarum_ott522417"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2011	"yes"	"no"	"yes"	0.683	20
"Birkhead and Clarkson 1980"	163	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.47	48
"Birkhead and Clarkson 1980"	164	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.25	46
"Birkhead and Clarkson 1980"	165	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.54	46
"Birkhead and Clarkson 1980"	166	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.32	54
"Birkhead and Clarkson 1980"	167	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.34	53
"Birkhead and Clarkson 1980"	168	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.26	50
"Birkhead and Clarkson 1980"	169	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.36	44
"Birkhead and Clarkson 1980"	170	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.46	45
"Birkhead and Clarkson 1980"	171	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.136	14
"Birkhead and Clarkson 1980"	172	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.631	12
"Birkhead and Clarkson 1980"	173	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	-0.303	7
"Birkhead and Clarkson 1980"	174	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.771	6
"Birkhead and Clarkson 1980"	175	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.52	14
"Birkhead and Clarkson 1980"	176	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.287	5
"Birkhead and Clarkson 1980"	177	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.618	15
"Birkhead and Clarkson 1980"	178	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.431	7
"Birkhead and Clarkson 1980"	179	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.382	9
"Boag 1983"	180	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1983	"no"	"no"	"no"	0.41	40
"Boag 1983"	181	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1983	"no"	"no"	"no"	0.38	40
"Boag 1983"	182	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1983	"no"	"no"	"no"	0.35	40
"Boag 1983"	183	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length 1"	"uni"	"yes"	1983	"no"	"no"	"no"	0.3	40
"Boag 1983"	184	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1983	"no"	"no"	"no"	0.14	40
"Boag 1983"	185	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.06	40
"Boag 1983"	186	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length 2"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.1	40
"Boag 1983"	187	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length 2"	"uni"	"yes"	1983	"no"	"no"	"no"	0.28	23
"Boag 1983"	188	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.1	23
"Boag 1983"	189	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.15	23
"Boag 1983"	190	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length 1"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.15	23
"Boag 1983"	191	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.15	23
"Boag 1983"	192	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.26	23
"Boag 1983"	193	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.32	23
"Boag 1983"	194	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1983	"no"	"no"	"no"	0.24	16
"Boag 1983"	195	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1983	"no"	"no"	"no"	0.19	16
"Boag 1983"	196	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill length 1"	"uni"	"yes"	1983	"no"	"no"	"no"	0.13	16
"Boag 1983"	197	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill length 2"	"uni"	"yes"	1983	"no"	"no"	"no"	0.09	16
"Boag 1983"	198	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1983	"no"	"no"	"no"	0.02	16
"Boag 1983"	199	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.04	16
"Boag 1983"	200	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.17	16
"Boag 1983"	201	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1983	"no"	"no"	"no"	0.3	11
"Boag 1983"	202	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1983	"no"	"no"	"no"	0.24	11
"Boag 1983"	203	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1983	"no"	"no"	"no"	0.16	11
"Boag 1983"	204	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.15	11
"Boag 1983"	205	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill length 2"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.17	11
"Boag 1983"	206	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill length 1"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.42	11
"Boag 1983"	207	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.47	11
"Boag 1983"	208	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1983	"no"	"no"	"no"	0.49	20
"Boag 1983"	209	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1983	"no"	"no"	"no"	0.41	20
"Boag 1983"	210	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill length 2"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.11	20
"Boag 1983"	211	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill length 1"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.16	20
"Boag 1983"	212	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.24	20
"Boag 1983"	213	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.32	20
"Boag 1983"	214	"Geospiza scandens"	"Geospiza_scandens_ott589959"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.39	20
"Boag and Grant 1978"	215	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1978	"no"	"no"	"no"	0.42	40
"Boag and Grant 1978"	216	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1978	"no"	"no"	"no"	0.37	21
"Boag and Grant 1978"	217	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1978	"no"	"no"	"no"	0.35	40
"Boag and Grant 1978"	218	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1978	"no"	"no"	"no"	0.33	40
"Boag and Grant 1978"	219	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length"	"uni"	"yes"	1978	"no"	"no"	"no"	0.31	40
"Boag and Grant 1978"	220	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill width"	"uni"	"yes"	1978	"no"	"no"	"no"	0.22	21
"Boag and Grant 1978"	221	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length"	"uni"	"yes"	1978	"no"	"no"	"no"	0.21	21
"Boag and Grant 1978"	222	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1978	"no"	"no"	"no"	0.16	21
"Boag and Grant 1978"	223	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1978	"no"	"no"	"no"	0.16	40
"Boag and Grant 1978"	224	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1978	"no"	"no"	"no"	0.16	21
"Boag and Grant 1978"	225	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1978	"no"	"no"	"no"	0.1	21
"Boag and Grant 1978"	226	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length at depth of 4mm"	"uni"	"yes"	1978	"no"	"no"	"no"	0.02	21
"Boag and Grant 1978"	227	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1978	"no"	"no"	"no"	-0.09	40
"Boag and Grant 1978"	228	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"bill length at depth of 4mm"	"uni"	"yes"	1978	"no"	"no"	"no"	-0.16	40
"Boas 1903"	229	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative sitting height"	"uni"	"yes"	1903	"yes"	"yes"	"yes"	0.1	74
"Boland et al. 2004"	230	"Phaethon rubricauda"	"Phaethon_rubricauda_ott509057"	"Aves"	"Chordata"	"longest tail streamer length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.4	20
"Boland et al. 2004"	231	"Phaethon rubricauda"	"Phaethon_rubricauda_ott509057"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.38	15
"Boland et al. 2004"	232	"Phaethon rubricauda"	"Phaethon_rubricauda_ott509057"	"Aves"	"Chordata"	"second tail streamer length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.13	20
"Boland et al. 2004"	233	"Phaethon rubricauda"	"Phaethon_rubricauda_ott509057"	"Aves"	"Chordata"	"bill length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.09	15
"Boland et al. 2004"	234	"Phaethon rubricauda"	"Phaethon_rubricauda_ott509057"	"Aves"	"Chordata"	"degree of asymmetry between two tail streamers"	"dimensionless"	"yes"	2004	"no"	"no"	"no"	0.07	20
"Boland et al. 2004"	235	"Phaethon rubricauda"	"Phaethon_rubricauda_ott509057"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	2004	"no"	"no"	"no"	0.05	15
"Boll and Linsenmair 1998"	236	"Alytes obstetricans"	"Alytes_obstetricans_obstetricans_ott233453"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1998	"yes"	"no"	"yes"	0.5	24
"Bollache and Cezilly 2004"	237	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.53	46
"Bollache and Cezilly 2004"	238	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.3	66
"Bollache and Cezilly 2004"	239	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.3	78
"Bollache and Cezilly 2004"	240	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.13	66
"Bollache and Cezilly 2004"	241	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2004	"no"	"no"	"no"	0.12	46
"Bond et al. 2016"	242	"Fratercula arctica"	"Fratercula_arctica_grabae_ott5560393"	"Aves"	"Chordata"	"head + bill length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.32	37
"Bond et al. 2016"	243	"Fratercula arctica"	"Fratercula_arctica_grabae_ott5560393"	"Aves"	"Chordata"	"culmen"	"uni"	"yes"	2016	"no"	"no"	"no"	0.54	26
"Bortolotti and Iko 1992"	244	"Falco sparverius"	"Falco_sparverius_sparverius_ott775460"	"Aves"	"Chordata"	"PCA of six measures"	"dimensionless"	"yes"	1992	"no"	"no"	"no"	0.07	37
"Bortolotti and Iko 1992"	245	"Falco sparverius"	"Falco_sparverius_sparverius_ott775460"	"Aves"	"Chordata"	"PCA of six measures"	"dimensionless"	"yes"	1992	"no"	"no"	"no"	-0.17	54
"Bortolotti and Iko 1992"	246	"Falco sparverius"	"Falco_sparverius_sparverius_ott775460"	"Aves"	"Chordata"	"PCA of six measures"	"dimensionless"	"yes"	1992	"no"	"no"	"no"	0.12	88
"Botton and Loveland 1992"	247	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"weight"	"uni"	"yes"	1992	"yes"	"no"	"yes"	0.032	102
"Botton and Loveland 1992"	248	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"weight"	"uni"	"yes"	1992	"no"	"no"	"no"	0.228	101
"Botton and Loveland 1992"	249	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"weight"	"uni"	"yes"	1992	"yes"	"no"	"yes"	0.032	182
"Botton and Loveland 1992"	250	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"prosoma width"	"uni"	"yes"	1992	"yes"	"no"	"yes"	0.155	102
"Botton and Loveland 1992"	251	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"prosoma width"	"uni"	"yes"	1992	"no"	"no"	"no"	0.13	103
"Botton and Loveland 1992"	252	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"prosoma width"	"uni"	"yes"	1992	"yes"	"no"	"yes"	0.01	217
"Botton and Loveland 1992"	253	"Limulus polyphemus"	"Limulus_polyphemus_ott511973"	"Chelicerata"	"Arthropoda"	"prosoma width"	"uni"	"yes"	1992	"no"	"no"	"no"	0.152	13
"Bourgeois et al. 2014"	254	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"tarsus height"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.27	45
"Bourgeois et al. 2014"	255	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"bill depth at gonys"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.25	48
"Bourgeois et al. 2014"	256	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"tasus length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.25	50
"Bourgeois et al. 2014"	257	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"minimum bill depth"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.18	41
"Bourgeois et al. 2014"	258	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"bill length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.11	39
"Bourgeois et al. 2014"	259	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"head length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.11	43
"Bourgeois et al. 2014"	260	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"leg length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.07	40
"Bourgeois et al. 2014"	261	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.04	50
"Bourgeois et al. 2014"	262	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"nalospi length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.001	41
"Bourgeois et al. 2014"	263	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"tail length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	-0.02	41
"Bourgeois et al. 2014"	264	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	-0.024	37
"Bourgeois et al. 2014"	265	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	-0.11	49
"Bourgeois et al. 2014"	266	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"toe length"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	-0.14	41
"Bourgeois et al. 2014"	267	"Puffinus yelkouan"	"Puffinus_yelkouan_ott471651"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	-0.16	51
"Bourne 1993"	268	"Scinax ruber"	"Scinax_ruber_ott717608"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"no"	1993	"no"	"no"	"no"	0.755	32
"Bourne 1993"	269	"Scinax ruber"	"Scinax_ruber_ott717608"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"no"	1993	"no"	"no"	"no"	0.424	52
"Bowcock et al. 2013"	270	"Rhinella marina"	"Rhinella_marina_ott889340"	"Amphibia"	"Chordata"	"snout-urostyle length"	"uni"	"yes"	2013	"no"	"no"	"no"	0.41	27
"Bowcock et al. 2013"	271	"Rhinella marina"	"Rhinella_marina_ott889340"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2013	"no"	"no"	"no"	0.2	122
"Bowman 1987"	272	"Falco sparverius"	"Falco_sparverius_sparverius_ott775460"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1987	"yes"	"no"	"yes"	0.269	20
"Bowman 1987"	273	"Falco sparverius"	"Falco_sparverius_sparverius_ott775460"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1987	"yes"	"no"	"yes"	-0.23	20
"Briggs 2007"	274	"Agalychnis callidryas"	"Agalychnis_callidryas_ott9483"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2007	"yes"	"yes"	"no"	0.87	10
"Briggs 2007"	275	"Agalychnis callidryas"	"Agalychnis_callidryas_ott9483"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2007	"yes"	"yes"	"no"	0.3	5
"Briggs 2007"	276	"Agalychnis moreletii"	"Agalychnis_moreletii_ott375954"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2007	"yes"	"yes"	"no"	0.52	9
"Briggs 2007"	277	"Agalychnis moreletii"	"Agalychnis_moreletii_ott375954"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2007	"yes"	"yes"	"no"	0.11	9
